"profile_id","username","display_name","avatar_url","total_xp","season_id","week","weekly_xp","cumulative_xp","rank"
"23560","sterhcrypto","Sterh","https://pbs.twimg.com/profile_images/1879174556537004032/tGFV00N7.jpg","160694","1","13","25982","125130","138"
"2527","RaAr3s","RaAr?s ??","https://pbs.twimg.com/profile_images/1944716390566338561/SkeGuWj5.jpg","7716938","1","13","25891","1816447","139"
"2047","nftboi_","NFTboi ??","https://pbs.twimg.com/profile_images/1875033362227949569/JEFnzRdp.jpg","1093435","1","13","25822","424002","140"
"443","iamdiarrhoea","Iamdiarrhoea","https://pbs.twimg.com/profile_images/1922887875864977408/b1A81JaW.jpg","1707790","1","13","25590","480791","141"
"18967","IamPiratushka","Piratushka|GOH","https://pbs.twimg.com/profile_images/1930270598103511040/9mUEj7Hy.jpg","273388","1","13","25153","262158","142"
"29121","JVeselka","Jonny Veselka","https://pbs.twimg.com/profile_images/1956903376433655808/7RaxNH8A.jpg","116376","1","13","25111","100647","143"
"2377","WillisP90","WillisP90, MBA","https://pbs.twimg.com/profile_images/1877818526943035392/VhaUwvZr.png","689710","1","13","25067","265326","144"
"24395","vadim1602_eth","Vadim","https://pbs.twimg.com/profile_images/1960996848912433152/z5exmG3e.jpg","245033","1","13","25000","232934","145"
"5260","Hydraze420","Hydraze ?????","https://pbs.twimg.com/profile_images/1931474104684605440/TLMLjVgj.jpg","1824067","1","13","24908","929154","146"
"29122","Jull998","Juli","https://pbs.twimg.com/profile_images/1964765862419632129/sM5iXdF-.jpg","33272","1","13","24562","28860","147"
"30671","Prorok_G","Prorok","https://pbs.twimg.com/profile_images/1953151899433041920/Q44mJHj3.jpg","104440","1","13","24543","70960","148"
"9429","splinter0n","Splin Teron","https://pbs.twimg.com/profile_images/1910670964641456131/Rn-5okFd.jpg","500971","1","13","24429","442775","149"
"24836","CepodKripto","Cepod.base.eth","https://pbs.twimg.com/profile_images/1811736954092081152/HULA0J2D.jpg","43945","1","13","24420","32794","150"
"28496","ghosterbycpitm","GhOsTeR","https://pbs.twimg.com/profile_images/1944231381254426624/8FBkmgb3.jpg","209727","1","13","24041","187061","151"
"9718","cutemoon66","cutemoon?","https://pbs.twimg.com/profile_images/1942929356872912897/VGVnVO9o.jpg","164445","1","13","23938","112998","152"
"4627","PlaceholderKey","Placeholder.hl","https://pbs.twimg.com/profile_images/1928433575847710720/hjyOaQ_R.jpg","546077","1","13","23544","411357","153"
"23189","kttaang","tung I Sahara (?,G) (?,?)","https://pbs.twimg.com/profile_images/1965082338808954880/bIrjvgtx.jpg","118485","1","13","23540","94264","154"
"2048","turkxbt","turk","https://pbs.twimg.com/profile_images/1796203589376806912/3FwZpYJW.jpg","374126","1","13","23439","168501","155"
"15188","lizard_capital","LizardCapital","https://pbs.twimg.com/profile_images/1932478172651810816/B38UR13d.jpg","413388","1","13","23383","390871","156"
"3874","nayverfayver","nayver","https://pbs.twimg.com/profile_images/1958982156514205697/gO9eBjsB.jpg","720274","1","13","23271","426400","157"
"7626","dude_its_ritik","hrithik ( ??? ) ??","https://pbs.twimg.com/profile_images/1963529629983178752/-LsER1N6.jpg","866337","1","13","23199","719476","158"
"22579","kirrillius","Kirill (?,?)","https://pbs.twimg.com/profile_images/1853801660184756224/pKexwJTO.jpg","60120","1","13","23165","50373","159"
"11983","ValarDoh3eris","AdeXBT","https://pbs.twimg.com/profile_images/1943207281740357632/0vyRrCRB.jpg","188634","1","13","23151","182086","160"
"28975","0xNapalm","Napalm.hl","https://pbs.twimg.com/profile_images/1956694002788409344/fKc67_nK.jpg","203040","1","13","22969","183396","161"
"444","smed_b","becket.eth","https://pbs.twimg.com/profile_images/1922658913008181248/ZdyYfqjK.jpg","801343","1","13","22784","382204","162"
"19196","krajekis","krajekis","https://pbs.twimg.com/profile_images/1939724039926222849/WN1HMscW.jpg","237651","1","13","22709","224892","163"
"2297","Julianito_US","Julianito ????","https://pbs.twimg.com/profile_images/1931232323464523776/EJkY4bJt.jpg","738969","1","13","22564","422927","164"
"28869","__Sane4ek__","Sane4ek","https://pbs.twimg.com/profile_images/1943374470883786752/cAtDIcgk.jpg","73892","1","13","22453","57646","165"
"6683","0xmazyar","ANON","https://pbs.twimg.com/profile_images/1923011198116581376/TgA7sK2X.jpg","94338","1","13","22416","72096","166"
"28124","Sercan0x","Sercan base.eth","https://pbs.twimg.com/profile_images/1949128410682318848/AyFNqQR6.jpg","82412","1","13","22143","66415","167"
"579","RonnieDcky","Ronnie","https://pbs.twimg.com/profile_images/1704981181702283264/GlWbCXMJ.jpg","938696","1","13","22124","191982","168"
"49","camargitron","camargitron","https://pbs.twimg.com/profile_images/1922464463417978880/7RKHzY-9.jpg","632696","1","13","22105","352790","169"
"29932","0xSn0wMan","Sn0w(??,??) ???????","https://pbs.twimg.com/profile_images/1955621823787245568/px1p2WbT.jpg","60982","1","13","22086","34192","170"
"30736","55hakan_yvzsln","Hakan","https://pbs.twimg.com/profile_images/1717478948659924992/6tY_1vvI.jpg","49573","1","13","22015","49198","171"
"4679","0xSpop","0xSodapop","https://pbs.twimg.com/profile_images/1889775609250750464/SVv75b1p.jpg","769809","1","13","21934","439733","172"
"16084","alamaluu","Alamalu","https://pbs.twimg.com/profile_images/1963539868094550016/iLJ1zXuY.jpg","32884","1","13","21925","32672","173"
"21193","_incept1on","incept1oN ??","https://pbs.twimg.com/profile_images/1936445467212070914/NCdc-UKN.jpg","22029","1","13","21828","21838","174"
"14905","Guezito1","guezit","https://pbs.twimg.com/profile_images/1938378775588167680/Xl0f6cVg.jpg","215204","1","13","21760","189320","175"
"27385","Pashus07","Crypto-Kucherov","https://pbs.twimg.com/profile_images/1948737612849496064/owgkOWQD.jpg","81105","1","13","21562","76685","176"
"1958","what3verman","?whateverman????","https://pbs.twimg.com/profile_images/1967024349073817600/F9DkNacX.jpg","504986","1","13","21496","146700","177"
"29197","kenv1t","Kenvito Scaletto ??","https://pbs.twimg.com/profile_images/1876277298501931008/Q9b78pmU.jpg","39804","1","13","21490","27670","178"
"26507","QavurDaglii","QavurDagli??","https://pbs.twimg.com/profile_images/1962679534815170560/jF1masIw.jpg","38118","1","13","21478","33486","179"
"27848","srhairdrop","Sr. H ??","https://pbs.twimg.com/profile_images/1950259658049896448/qRL-qaL5.jpg","77037","1","13","21367","75656","180"
"16576","NatChittamai","Nat ????","https://pbs.twimg.com/profile_images/1942402554907795456/ZzM3D7KO.png","205679","1","13","21206","174264","181"
